match_id,league_id,radiant_win,duration,radiant_team,dire_team,radiant_player_1,radiant_hero_1,radiant_player_2,radiant_hero_2,radiant_player_3,radiant_hero_3,radiant_player_4,radiant_hero_4,radiant_player_5,radiant_hero_5,dire_player_1,dire_hero_1,dire_player_2,dire_hero_2,dire_player_3,dire_hero_3,dire_player_4,dire_hero_4,dire_player_5,dire_hero_5
8876574066,19885,False,1705,Bolivia ,Peru,fYoung年轻的神~,80,Perfect Is Shit,110,頑張って,29,Michael~,100,Ocarina,13,MoOz,3,Wits,145,DarkMago♥,23,TaiLung,90,Scofield,51
8876522645,19885,False,1593,Team Madagascar,Team South Africa,Zhode-,80,Ccb,2,MEL4NCOLIA,26,彡Maiko.[FTTKK].彡,43,NeyL,30,Beastmaster,90,Castaway,36,soup,38,i miss the old kanye,106,ik,87
8876493211,19885,True,2924,Great Britain,Team France,龍,109,adz,106,TeaGuvnor,121,RCE,86,DontBACunt,2,yopoman,51,Zep,126,CARLOS 2011,123,attack hero,48,mort-vivant,60
8876483597,19885,True,3267,Serbia,GREECE,MiLAN,9,qqqrwwqreewrqwer,13,tensa zangetsu,98,MikSa`,19,@LeBronDota,51,Focus,54,SsaSparTaN.,53,천사,106,dEsire,26,Skylark,29
8876478470,19885,True,1753,Peru,Bolivia ,Wits,11,TaiLung,155,MoOz,100,DarkMago♥,36,Scofield,123,fYoung年轻的神~,6,Perfect Is Shit,83,頑張って,128,Michael~,88,Ocarina,107
8876475870,19885,False,4576,Argentina,Ecuador,wij,112,l'exaltation,123,Fantassy,135,777,145,Hermit,55,s-,107,Sebs-,131,SebaS,74,Kindness,80,yungxrist,110
8876455921,19885,False,1058,Team Nigeria,Team Madagascar,KingKevD,103,Pladnod,126,冥王丨Hadez,67,Sherlock Holmes,53,Mouse,31,Zhode-,14,MEL4NCOLIA,26,NeyL,119,Ccb,96,彡Maiko.[FTTKK].彡,106
8876453217,19885,False,1897,Türkiye,Kyrgyzstan,Stoic,87,ege,18,Wuiter,78,Jeezy,86,G.T.I,120,I AM MONGOL,99,zlnsk skebob,110,Efg,13,sunset‷ ,100,dream`,6
8876338118,19885,True,3739,GREECE,Serbia,Focus,11,SsaSparTaN.,112,천사,128,dEsire,123,Skylark,29,MiLAN,51,qqqrwwqreewrqwer,39,tensa zangetsu,136,MikSa`,36,@LeBronDota,26
8876335535,19885,False,3271,Team Belgium,Great Britain,Frank,73,Davai,137,Axysys~,25,Gargamel,86,MindFK,100,龍,41,adz,39,TeaGuvnor,51,RCE,105,DontBACunt,38
8876315460,19885,False,1967,Team Nigeria,Team Madagascar,KingKevD,2,冥王丨Hadez,85,Sherlock Holmes,21,Mouse,27,Pladnod,25,Zhode-,11,Ccb,120,彡Maiko.[FTTKK].彡,106,Sid,100,MEL4NCOLIA,86
8876250327,19885,True,2205,Team Finland,Team France,mumu,44,MTD,28,miyake,47,Nukkis,107,Wazza,121,yopoman,131,Zep,106,CARLOS 2011,86,mort-vivant,69,attack hero,138
8876228139,19885,False,1854,Serbia,Czech Republic,MiLAN,91,qqqrwwqreewrqwer,106,tensa zangetsu,99,MikSa`,155,@LeBronDota,119,Supream^,74,Saberlight,96,LOGIN,83,Janne i källarn,128,길항근,6
8876195993,19885,True,2913,Kyrgyzstan,Türkiye,dream`,11,zlnsk skebob,85,Efg,39,sunset‷ ,3,I AM MONGOL,129,G.T.I,126,ege,21,Wuiter,135,Jeezy,105,Stoic,100
8876182829,19885,True,3891,Team Belgium,Great Britain,Frank,20,Axysys~,74,Davai,96,Gargamel,86,MindFK,3,龍,82,adz,107,RCE,123,TeaGuvnor,75,DontBACunt,2
8876141942,19885,False,3119,Team France,Team Finland,yopoman,51,Zep,107,CARLOS 2011,9,attack hero,21,mort-vivant,2,mumu,48,miyake,47,MTD,29,Nukkis,123,Wazza,131
8876116213,19885,False,2475,Serbia,Czech Republic,MiLAN,9,qqqrwwqreewrqwer,120,tensa zangetsu,55,MikSa`,19,@LeBronDota,83,Supream^,13,LOGIN,121,Saberlight,96,길항근,18,Janne i källarn,131
8876111537,19885,False,2588,Team Romania,GREECE,memento mori,83,1453,3,BliNcc,69,w33,22,Ulnit,48,Focus,109,SsaSparTaN.,58,천사,17,dEsire,123,Skylark,29
8876051856,19885,False,1769,Georgia,Türkiye,hmm,106,Nande,145,BANGJEEMIN,31,Stormy,108,WTS,86,Wuiter,96,ege,21,Stoic,51,G.T.I,98,Jeezy,123
8876020336,19885,True,2070,Lebanon,Kyrgyzstan,New personality each game,6,OmaR,128,No!ob™,36,very toxic man,38,GH,3,dream`,77,zlnsk skebob,131,Efg,120,sunset‷ ,123,I AM MONGOL,109
8876016969,19885,True,3764,Great Britain,Team Belgium,龍,36,adz,120,TeaGuvnor,30,RCE,105,DontBACunt,2,Frank,11,Axysys~,97,Davai,137,Gargamel,86,MindFK,85
8875987572,19885,True,2205,GREECE,Team Romania,Focus,54,SsaSparTaN.,53,천사,106,dEsire,105,Skylark,29,memento mori,83,w33,19,BliNcc,2,1453,86,Ulnit,6
8875984903,19885,True,2565,Serbia,Czech Republic,MiLAN,9,qqqrwwqreewrqwer,74,tensa zangetsu,107,MikSa`,69,@LeBronDota,105,길항근,41,Supream^,106,Saberlight,33,Janne i källarn,131,LOGIN,121
8875983324,19885,True,2753,Team France,Team Finland,yopoman,131,Zep,106,CARLOS 2011,40,attack hero,8,mort-vivant,78,mumu,11,MTD,96,Wazza,83,Nukkis,105,miyake,128
8875961002,19885,False,2681,Myanmar,Team Thailand,Ksh,19,LUN,31,Young PH,53,Skill Lay,51,MOMO,98,23savage,67,aq,47,J,29,Q,128,Nine Nz,3
8875954479,19885,True,2225,Team Pakistan,INDIA,ice -,83,haha),106,Mr.DeviL,29,7A24,123,12,6,Negi,108,Krish`-,17,HBK,87,Downfall-,86,XO,41
8875951575,19885,True,1728,Türkiye,Georgia,Stoic,100,ege,48,Wuiter,60,Jeezy,86,G.T.I,126,hmm,13,Nande,12,Stormy,135,BANGJEEMIN,75,WTS,51
8875915348,19885,True,1803,Team Belgium,Norge,MindFK,3,Axysys~,126,Davai,38,Gargamel,26,Frank,48,Leif_6,85,Don't Startle Me,21,Hallerino,138,52,106,Dum og Deilig,100
8875903779,19885,False,2367,Kyrgyzstan,Lebanon,dream`,19,zlnsk skebob,110,Efg,126,sunset‷ ,86,I AM MONGOL,69,No!ob™,13,OmaR,123,very toxic man,98,GH,91,New personality each game,67
8875860504,19885,False,2632,INDIA,Team Pakistan,XO,11,Downfall-,21,Krish`-,106,Negi,108,HBK,75,ice -,128,haha),13,Mr.DeviL,2,12,73,7A24,101
8875849130,19885,False,2279,Team Iran,Türkiye,H2Owned,36,ParvaZ-,39,saudade,98,Nima,26,kōngxū,58,Stoic,100,ege,21,G.T.I,120,Wuiter,110,Jeezy,2
8875841974,19885,True,1702,Team Belgium,Norge,Frank,11,Axysys~,74,Gargamel,100,MindFK,3,Davai,77,Leif_6,108,Don't Startle Me,121,Hallerino,12,52,39,Dum og Deilig,31
8875840771,19885,False,3105,Myanmar,Team Thailand,Ksh,6,LUN,110,Young PH,17,Skill Lay,26,MOMO,14,23savage,54,aq,47,J,29,Q,86,Nine Nz,3
8875836468,19885,True,1746,Team Romania,Team Hungary,Ulnit,46,memento mori,112,BliNcc,38,w33,107,1453,123,Can you be a man yourself?,96,.,3,lowskill,145,Solar,110,haruho,53
8875824584,19885,False,1220,LATVIA,GREECE,Amer,18,Gahace,13,Yorlak,55,armageddon,119,volten,3,Focus,11,SsaSparTaN.,112,천사,106,dEsire,86,Skylark,129
8875774753,19885,True,1907,Türkiye,Team Iran,G.T.I,100,ege,21,Wuiter,135,Stoic,51,Jeezy,105,H2Owned,11,ParvaZ-,43,saudade,38,Nima,26,kōngxū,112
8875769722,19885,False,2559,Team Pakistan,INDIA,ice -,3,haha),39,Mr.DeviL,69,12,21,7A24,86,Downfall-,107,Krish`-,17,Negi,96,XO,11,HBK,75
8875760991,19885,False,2195,Team Hungary,Team Romania,lowskill,20,Can you be a man yourself?,120,.,131,Solar,105,haruho,13,memento mori,112,w33,128,BliNcc,69,1453,123,Ulnit,19
8875760957,19885,False,2591,Team Belgium,Norge,Frank,11,Axysys~,126,Davai,2,Gargamel,131,MindFK,100,Leif_6,108,Don't Startle Me,86,Hallerino,70,52,13,Dum og Deilig,3
8875757609,19885,True,1712,GREECE,LATVIA,Focus,11,SsaSparTaN.,100,천사,47,dEsire,86,Skylark,29,Gahace,7,volten,112,Yorlak,108,armageddon,123,Amer,46
8875738350,19885,False,2478,Team Thailand,Myanmar,23savage,6,aq,120,J,33,Q,51,Nine Nz,75,Ksh,48,LUN,3,Young PH,107,Skill Lay,90,MOMO,98
8875704701,19885,False,2167,Team Bangladesh,INDIA,Fate,107,King of The Beginning | L3N,126,hurm,55,Patron,53,WindTouch,31,XO,18,Krish`-,128,Negi,2,HBK,58,Downfall-,21
8875703679,19885,False,784,Team Pakistan,Mongolia,Nikola Kovač,83,haha),120,Mr.DeviL,55,12,6,ice -,30,Se,3,sanctity,13,11,98,423,114,Ace12,123
8875699550,19885,False,2435,Türkiye,Team Iran,Stoic,110,Jeezy,86,Wuiter,129,ege,11,G.T.I,128,H2Owned,59,ParvaZ-,90,saudade,98,Nima,26,kōngxū,87
8875666922,19885,True,2497,Team Philippines,Team Thailand,mavis,30,Mac,126,Rupido,108,Shanks,86,Akashi,48,23savage,19,aq,13,J,69,Q,21,Nine Nz,112
8875646769,19885,True,2242,INDIA,Team Bangladesh,HBK,3,Downfall-,86,Negi,135,Krish`-,22,XO,11,Fate,119,King of The Beginning | L3N,43,Patron,53,hurm,108,WindTouch,83
8875644021,19885,False,1752,Team Pakistan,Mongolia,Nikola Kovač,100,ice -,3,Mr.DeviL,135,12,36,haha),35,Se,51,sanctity,47,11,2,Ace12,123,423,53
8875615720,19885,True,1915,Team Thailand,Team Philippines,23savage,138,aq,126,J,29,Q,86,Nine Nz,83,mavis,110,Mac,13,Rupido,65,Shanks,155,Akashi,12
8875607269,19885,True,2097,Myanmar,Australia,Ksh,19,LUN,3,Young PH,107,Skill Lay,21,MOMO,128,Zed,17,Splicko,6,DJ RAMOS,51,Chickenn,131,cat,29
8875558870,19885,True,1546,Myanmar,Australia,Ksh,70,LUN,111,Young PH,17,Skill Lay,105,MOMO,96,Zed,106,Splicko,18,cat,108,Chickenn,128,DJ RAMOS,110
8875557483,19885,True,2816,Team Philippines,Team Thailand,mavis,58,Mac,60,Rupido,98,Shanks,86,Akashi,109,23savage,21,aq,13,J,135,Q,100,Nine Nz,83
8875439021,19885,False,2263,COLOMBIA,Argentina,Arbolito,58,YiSuS,2,Rice Shower,17,Natalie Portman,67,Parestheic,123,wij,112,l'exaltation,26,Fantassy,23,Hermit,28,777,6
8875382139,19885,False,3586,Argentina,COLOMBIA,777,19,l'exaltation,101,wij,30,Fantassy,129,Hermit,78,Arbolito,58,Rice Shower,128,YiSuS,96,KASTELL,21,Natalie Portman,54
8875381884,19885,True,1714,Ecuador,CHILE,Sebs-,112,s-,86,SebaS,107,yungxrist,77,Kindness,11,ballin,20,555,106,Toph prime,135,7,101,DarkMen II,100
8875372362,19885,False,2266,Costa Rica,Cuba,Dezkok,100,Shiri,128,Patience,39,blanko,11,Sunrise幸せ,29,all in,6,Senku,22,Lie,98,xxg,112,KiYoSh1,84
8875342006,19885,True,2012,Ecuador,CHILE,Sebs-,100,Kindness,11,s-,131,SebaS,74,yungxrist,96,ballin,6,555,126,Toph prime,55,7,123,DarkMen II,3
8875336162,19885,True,1968,Cuba,Costa Rica,all in,56,Senku,74,Lie,155,xxg,26,KiYoSh1,75,Shiri,128,Patience,106,Sunrise幸せ,96,Dezkok,110,blanko,109
8875335610,19885,False,2681,COLOMBIA,Argentina,KASTELL,86,Arbolito,51,YiSuS,69,Natalie Portman,109,Rice Shower,106,wij,3,l'exaltation,26,777,138,Hermit,107,Fantassy,108
8875290762,19885,True,2517,Team Nigeria,Team Kenya,KingKevD,29,Pladnod,138,Sherlock Holmes,21,Mouse,20,aazogu,31,Anti-Pro P a i N,47,LilKev,53,|254|mbariyambogo,40,C'zler,30,KC,2
8875279981,19885,False,2910,PARAGUAY ,CHILE,StYY,30,Powerslave,14,agent a.,35,Jeffrey Epstein,114,4Lu-,85,555,82,Toph prime,28,7,86,DarkMen II,51,ballin,80
8875272998,19885,False,2377,Switzerland,Great Britain,myiFlu,98,HONEST WORKER FIMO,145,ybdomi,131,IntergrΛphic,97,神児 Blacki 死にたくない,71,龍,36,adz,76,RCE,86,TeaGuvnor,79,DontBACunt,2
8875264186,19885,False,3202,Guatemala,Costa Rica,M4R1T0X,97,Behemuth.-,26,Yogi,135,Jodalape,110,SZ,94,Shiri,71,blanko,53,Patience,107,Sunrise幸せ,33,Dezkok,3
8875256706,19885,False,1751,Algeria,Georgia,Discipline,41,Noob1shO`,75,pathetic,51,the cult of the damned,135,Orchis newfound heart,128,hmm,39,Nande,6,Stormy,2,WTS,105,BANGJEEMIN,83
8875254019,19885,False,1924,Mexico,Canada,eace,2,Yeipi,51,^^,19,lundd,128,N1ne,22,天鸽,67,zorryimtrash,74,Bonk check,155,Aui_2000,5,Fly,90
8875248292,19885,False,597,Panama,Cuba,Luzbel³³³,23,Nєσツ,15,Alee-,64,DESINTALE POE,87,SpaceMaker,72,all in,80,Senku,128,Lie,96,xxg,101,KiYoSh1,100
8875229263,19885,False,2411,Team Kenya,Team Nigeria,KC,56,|254|mbariyambogo,71,C'zler,47,LilKev,55,Anti-Pro P a i N,6,KingKevD,29,Sherlock Holmes,25,Pladnod,11,aazogu,31,Mouse,102
8875216877,19885,False,1984,PARAGUAY ,CHILE,4Lu-,131,Jeffrey Epstein,17,StYY,14,agent a.,8,Powerslave,105,555,39,Toph prime,155,7,83,DarkMen II,110,ballin,41
8875215366,19885,True,2042,Great Britain,Switzerland,龍,48,adz,106,TeaGuvnor,75,RCE,105,DontBACunt,2,myiFlu,18,HONEST WORKER FIMO,128,IntergrΛphic,19,ybdomi,21,神児 Blacki 死にたくない,111
8875200893,19885,True,1763,Costa Rica,Guatemala,Shiri,22,Patience,128,Sunrise幸せ,2,blanko,36,Dezkok,119,Yogi,29,Jodalape,26,M4R1T0X,107,SZ,70,Reinor,121
8875196822,19885,True,1642,Canada,Mexico,天鸽,11,zorryimtrash,106,Bonk check,96,Aui_2000,85,Fly,131,N1ne,3,eace,135,^^,145,lundd,120,Yeipi,31
8875191845,19885,True,789,Cuba,Panama,all in,6,Senku,35,Lie,108,xxg,112,KiYoSh1,83,Luzbel³³³,28,Nєσツ,129,Alee-,26,DESINTALE POE,100,SpaceMaker,11
8875161118,19885,True,2735,Georgia,Algeria,hmm,107,Nande,54,Stormy,108,BANGJEEMIN,75,WTS,86,Discipline,18,Noob1shO`,51,Orchis newfound heart,25,pathetic,105,the cult of the damned,98
8875149050,19885,True,2123,Team Kenya,Team Nigeria,KC,59,|254|mbariyambogo,37,C'zler,75,LilKev,55,Anti-Pro P a i N,47,KingKevD,104,Sherlock Holmes,35,冥王丨Hadez,26,Mouse,84,Pladnod,114
8875145072,19885,True,2122,Team Belgium,Team Portugal,Frank,11,Davai,28,Axysys~,39,Gargamel,26,MindFK,85,ze sapato,120,C4deiras,36,!Sy¡,96,Peso Morto,131,Fake,112
8875120208,19885,True,1719,Switzerland,Team Ireland,myiFlu,18,HONEST WORKER FIMO,91,IntergrΛphic,2,ybdomi,21,神児 Blacki 死にたくない,105,P,51,Dara.,6,Strapping Young Handyman,98,PK,100,Punjabi,47
8875098637,19885,False,2020,Team Saudi Arabia,Türkiye,.,69,FakeDeath,100,Heyman95,22,Asura of Qassim,21,lil_one,2,G.T.I,128,Stoic,20,Wuiter,55,ege,41,Jeezy,71
8875081913,19885,True,2801,LATVIA,Croatia,Amer,41,volten,31,Yorlak,108,armageddon,21,Gahace,120,♥xingxing,79,"not zen, yes dog",85,Libac,6,Deimos,106,tired,90
8875050228,19885,False,2728,Team Belgium,Team Portugal,Frank,93,Axysys~,13,Davai,23,Gargamel,21,MindFK,85,ze sapato,107,Peso Morto,123,!Sy¡,96,C4deiras,69,Fake,9
8875024911,19885,False,2073,Team Ireland,Switzerland,Dara.,48,Strapping Young Handyman,65,P,79,PK,91,Punjabi,60,myiFlu,18,HONEST WORKER FIMO,74,IntergrΛphic,28,ybdomi,86,神児 Blacki 死にたくない,110
8875001720,19885,False,1697,Team Zambia (ZAM),Team Nigeria,Jaybzm,108,TURBINE458,64,Kiddtic,121,天BENWALDER天,69,Asriel603,43,KingKevD,29,Pladnod,25,冥王丨Hadez,36,Mouse,84,aazogu,26
8874986809,19885,True,1757,Türkiye,Team Saudi Arabia,Stoic,51,ege,21,Wuiter,135,Jeezy,128,G.T.I,120,Heyman95,36,lil_one,28,FakeDeath,84,Asura of Qassim,119,.,6
8874975868,19885,True,1175,Team Kenya,TEAM MALAWI,Anti-Pro P a i N,42,LilKev,55,KC,82,C'zler,75,|254|mbariyambogo,37,SpartanX12,26,Jaydoria,19,Arkie,64,Judas,138,RobouteGuilliman265,85
8874970148,19885,True,4200,Georgia,Team Uzbekistan,hmm,106,BANGJEEMIN,31,Stormy,108,WTS,105,Nande,145,pan,19,Pomidor,47,Кормим Внуков,46,Памидор,100,Sh~,51
8874963926,19885,False,1775,Israel,Team Hungary,serenity.,48,Hate this game,121,Debil_03,9,debil_2002,47,=),73,lowskill,19,Can you be a man yourself?,85,haruho,35,Solar,90,.,3
8874959435,19885,True,1989,Team Belgium,Team Portugal,Frank,48,Davai,155,Axysys~,126,Gargamel,26,MindFK,31,ze sapato,39,!Sy¡,129,C4deiras,6,Peso Morto,128,Fake,64
8874951934,19885,False,1543,Team Madagascar,Team South Africa,Zhode-,145,Ccb,28,彡Maiko.[FTTKK].彡,120,MEL4NCOLIA,123,Sid,30,Beastmaster,90,soup,96,Castaway,72,ik,100,i miss the old kanye,106
8874948518,19885,False,3912,Croatia,LATVIA,♥xingxing,84,"not zen, yes dog",55,Libac,6,Deimos,25,tired,88,volten,79,Gahace,39,Yorlak,135,armageddon,128,Amer,73
8874908695,19885,True,2520,Team France,Great Britain,yopoman,131,Zep,106,CARLOS 2011,21,mort-vivant,2,attack hero,18,龍,6,adz,120,TeaGuvnor,30,RCE,86,DontBACunt,29
8874903366,19885,False,2507,Iceland ,Switzerland,Trummy,96,Ic3Fog,19,Consequence,85,MojsLa (Buy BKB),79,chroMium,109,IntergrΛphic,97,HONEST WORKER FIMO,34,myiFlu,72,ybdomi,51,神児 Blacki 死にたくない,112
8874882061,19885,True,1437,Team Kenya,TEAM MALAWI,|254|mbariyambogo,43,C'zler,75,LilKev,23,Anti-Pro P a i N,126,KC,59,SpartanX12,22,Jaydoria,19,XNoxisitYX,42,Arkie,64,Judas,40
8874864197,19885,False,2138,Team Zambia (ZAM),Team Nigeria,Asriel603,35,TURBINE458,64,Jaybzm,40,天BENWALDER天,42,Kiddtic,33,冥王丨Hadez,76,aazogu,26,KingKevD,2,Pladnod,114,Mouse,20
8874860062,19885,True,2106,Team South Africa,Team Madagascar,Beastmaster,86,Castaway,18,soup,135,i miss the old kanye,126,ik,3,Zhode-,109,Ccb,2,MEL4NCOLIA,123,彡Maiko.[FTTKK].彡,74,Sid,31
8874857236,19885,True,2279,Team Hungary,Israel,lowskill,53,Can you be a man yourself?,137,.,131,Solar,105,haruho,47,serenity.,19,Hate this game,68,Debil_03,123,debil_2002,128,=),106
8874853800,19885,False,3445,Team Azerbaijan,Team Saudi Arabia,[L]OO[M],2,Merlin-,91,sabr722,20,Nizam's APL agent,100,all anger ends in cruelty',106,lil_one,96,FakeDeath,128,Heyman95,36,Asura of Qassim,86,.,11
8874852927,19885,False,2604,Team Uzbekistan,Georgia,pan,98,Кормим Внуков,19,Памидор,26,Pomidor,85,Sh~,110,Nande,138,hmm,107,BANGJEEMIN,83,Stormy,120,WTS,105
8874847034,19885,True,2324,Kyrgyzstan,Team Iran,dream`,12,zlnsk skebob,110,Efg,13,sunset‷ ,3,I AM MONGOL,33,H2Owned,93,ParvaZ-,128,saudade,28,Nima,26,kōngxū,83
8874844468,19885,True,2214,Team Portugal,Team Italy,ze sapato,107,Peso Morto,123,!Sy¡,135,C4deiras,11,Fake,85,Butterfly,129,Mortacci tua,120,Sadept,48,Nerdio,131,GiPey,86
8874837548,19885,True,1873,Croatia,Team Kosova,♥xingxing,112,"not zen, yes dog",155,Libac,8,Deimos,19,tired,90,FLL0,39,Sadpk,86,cpirra,108,garter,54,wb,51
8874815986,19885,False,2238,Lithuania,LATVIA,Profke (not prime),31,Mantelis,22,BULKINAM IKI 90 KG,123,)),67,cool,96,Amer,145,Gahace,128,Yorlak,29,armageddon,131,volten,83
8874793138,19885,False,2700,Iceland ,Switzerland,Trummy,137,Ic3Fog,25,Consequence,75,MojsLa (Buy BKB),83,chroMium,93,神児 Blacki 死にたくない,51,HONEST WORKER FIMO,128,IntergrΛphic,97,ybdomi,21,myiFlu,4
8874787481,19885,False,2485,New Zealand,Australia,Tobz,63,jandals,106,Zavier,90,NzRaiN,108,Fury,87,Splicko,6,Zed,17,DJ RAMOS,51,Chickenn,79,cat,29
8874785195,19885,False,3237,Team France,Great Britain,yopoman,58,Zep,106,CARLOS 2011,123,attack hero,99,mort-vivant,135,龍,6,adz,107,RCE,119,TeaGuvnor,112,DontBACunt,77
8874775164,19885,True,1751,Team Finland,Norge,mumu,88,miyake,107,MTD,108,Nukkis,86,Wazza,31,Leif_6,135,Don't Startle Me,123,Hallerino,36,52,106,Dum og Deilig,3
8874758545,19885,False,1736,Kosovo Team,Croatia,garter,21,FLL0,126,Sadpk,100,cpirra,55,wb,3,♥xingxing,84,"not zen, yes dog",85,Libac,6,Deimos,19,tired,90
8874756841,19885,True,2534,Lebanon,Algeria,New personality each game,6,OmaR,3,No!ob™,107,very toxic man,2,GH,90,Discipline,11,Noob1shO`,100,Orchis newfound heart,25,pathetic,105,the cult of the damned,129
8874717635,19885,False,2772,Team Romania,Serbia,memento mori,128,BliNcc,55,1453,71,w33,26,Ulnit,46,MiLAN,14,tensa zangetsu,23,MikSa`,11,qqqrwwqreewrqwer,106,@LeBronDota,86
8874711344,19885,True,1971,LATVIA,Lithuania,Amer,73,Gahace,39,Yorlak,69,armageddon,21,volten,37,Mantelis,59,cool,36,Profke (not prime),84,)),53,BULKINAM IKI 90 KG,123
8874709781,19885,True,1068,Team Uzbekistan,Syria,Кормим Внуков,11,Pomidor,96,Памидор,3,pan,19,Sh~,112,L1Z4RD,108,pr4ct1ce-,120,火šĦ4ŖšĦ0F,86,LightBringer.,85,No more pubs till VAC BAN,73
8874687459,19885,True,1609,Czech Republic,GREECE,Saberlight,155,BOOM,11,Janne i källarn,105,Supream^,106,LOGIN,112,SsaSparTaN.,83,Focus,109,천사,17,dEsire,26,Skylark,96
8874683539,19885,True,3010,Israel,Unknown,serenity.,11,Hate this game,68,Debil_03,25,debil_2002,109,=),86,SlaweE,26,Oguri Cap,123,PN enjoyer,28,Lukyno,110,Žandári Dubnica,39
8874675861,19885,True,2061,Georgia,Team Tajikistan,BANGJEEMIN,75,Stormy,29,hmm,22,WTS,105,Nande,145,Oss,128,Andy,108,Majestic-,26,grizzzlytj,110,SodiqControl,41
8874673799,19885,False,1470,Egypt,Türkiye,永恒,19,TheVeryFamous.ar3a,108,-Reincarnation-,109,Kefert,110,Otaka. Fighting back,119,Stoic,85,ege,138,G.T.I,107,Jeezy,51,Wuiter,20
8874662127,19885,True,2623,Iceland ,Switzerland,Trummy,137,Consequence,31,Ic3Fog,14,MojsLa (Buy BKB),91,chroMium,48,神児 Blacki 死にたくない,83,HONEST WORKER FIMO,90,IntergrΛphic,2,ybdomi,21,myiFlu,63
8874661091,19885,False,2070,Norge,Team Finland,Leif_6,29,Hallerino,11,Dum og Deilig,85,52,25,Don't Startle Me,86,mumu,70,miyake,74,MTD,96,Nukkis,26,Wazza,83
8874655281,19885,False,4737,Team Italy,Team Portugal,Nerdio,31,Butterfly,108,Mortacci tua,106,Sadept,21,GiPey,86,ze sapato,47,!Sy¡,145,C4deiras,54,Peso Morto,123,Fake,37
